y,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30
1.0,0.3801282051282051,0.3801282051282051,0.0,0.4158878504672897,0.3567997282147103,0.0,0.02056136540686,0.0714285714285714,0.2419354838709675,0.0008090883901357,0.2459605026929982,0.0612244897959183,0.0283037343200816,0.0019814338623977,0.0,0.2485875706214689,0.3323823109843081,0.0526315789473684,0.4482758620689654,0.0416666666666666,0.0975609756097561,0.0,0.0,0.0252725501168247,0.0330076843758962,0.0027019104256474,0.0020415107179312,0.0111210691926757,0.037037037037037,0.0666666666666666
1.0,0.3333333333333333,0.3333333333333333,1.0,0.4735202492211837,0.2176456599286563,1.0,0.0373928849649441,0.0,0.403225806451613,0.0388510205966565,0.3096947935368043,0.1224489795918367,0.0144404704233191,0.0326544392985519,0.0,0.2109227871939736,0.18830242510699,0.0,0.0291777188328912,0.4583333333333333,0.1097560975609756,0.0,0.0,0.0283655828473817,0.0401779821739945,0.0525270475095384,0.0534195304525348,0.0669475281788267,0.2222222222222222,0.1333333333333333
1.0,0.1282051282051282,0.1282051282051282,0.0,0.3933021806853582,0.1209648377781552,0.0,0.0256367885555109,0.0,0.1881720430107525,0.0159416274129491,0.6149012567324955,0.1020408163265306,0.0224835685106353,0.0001807504211825,0.0,0.0357815442561205,0.2995720399429387,0.0,0.0318302387267904,0.625,0.024390243902439,0.0,0.0,0.0200755679252321,0.0205487337105224,0.037175696895189,0.0122490643075876,0.0468537186892838,0.1111111111111111,0.0533333333333333
1.0,0.7435897435897435,0.7429487179487179,0.0,0.2429906542056075,0.6514897231187361,0.0,0.0044026344987134,0.0,0.1344086021505375,0.0586792278562852,0.6175942549371634,0.0612244897959183,0.007795723861649,0.0113054272871749,0.0,0.1902071563088512,0.2482168330955777,0.0,0.013262599469496,0.0416666666666666,0.0365853658536585,0.0,0.0,0.0097454153658871,0.0111152021230036,0.0180464437723123,0.0592038108200068,0.0,0.2592592592592592,0.08
1.0,0.3044871794871794,0.3044871794871794,1.0,0.5327102803738317,0.2057074910820452,0.0,0.0387856755034111,0.0714285714285714,0.161290322580645,0.0660349127182044,0.3402154398563734,0.1224489795918367,0.0329248222856691,0.0459788146864832,0.0,0.303201506591337,0.1654778887303851,0.1052631578947368,0.0185676392572944,0.625,0.1097560975609756,0.0,0.0,0.0999563134436787,0.1073743411513563,0.0625734276540191,0.0959510037427696,0.0742717335130149,0.3333333333333333,0.2133333333333333
1.0,0.5897435897435896,0.5897435897435896,1.0,0.3574766355140186,0.3624188890776286,1.0,0.0241259649205637,0.0714285714285714,0.0806451612903225,0.0236593700932853,0.5224416517055656,0.0612244897959183,0.0145126212391387,0.0104323686490099,0.0,0.1450094161958569,0.1711840228245363,0.0,0.0318302387267904,0.0,0.0609756097560975,0.0,0.0036433143898089,0.0233269030649309,0.0265167040646904,0.0431964804719367,0.0255188839741408,0.0564400803333704,0.1851851851851851,0.12
1.0,0.2333333333333333,0.2333333333333333,1.0,0.9680685358255452,0.2015695600475624,0.0,0.0272184320483463,0.0,0.10752688172043,0.1012062436501339,0.3895870736086176,0.2244897959183673,0.0146260010925694,0.0585222118394936,0.0,0.2561205273069679,0.2881597717546362,0.0,0.0159151193633952,0.125,0.024390243902439,0.0,0.0,0.0444081207908739,0.05537603621968,0.0822344276562915,0.1357604627424294,0.064367440126126,0.4814814814814814,0.2133333333333333
1.0,0.5128205128205128,0.5128205128205128,0.0,0.2990654205607477,0.4595277730592831,1.0,0.0766742994735723,0.0,0.1344086021505375,0.0738708783596564,0.6023339317773788,0.1632653061224489,0.0145675932892869,0.0197836451562297,0.0,0.2523540489642184,0.1697574893009985,0.0,0.013262599469496,0.0,0.1829268292682926,0.0,0.0,0.054632738410791,0.062451060856724,0.1011682524388775,0.0854031983667914,0.1265904764396878,0.4814814814814814,0.2666666666666667
1.0,0.0641025641025641,0.0641025641025641,0.0,0.4158878504672897,0.0624222863937489,1.0,0.0205967753358041,0.0,0.0268817204301075,0.0250817400942089,0.7432675044883303,0.183673469387755,0.0251565844490941,0.0048120536658231,0.0,0.2523540489642184,0.2039942938659058,0.0,0.026525198938992,0.0833333333333333,0.3902439024390244,0.0,0.0,0.0673852859751428,0.0463037487011588,0.124783267698195,0.0272201429057502,0.1122756978470918,0.1851851851851851,0.1866666666666666
1.0,0.1769230769230769,0.1769230769230769,0.0,0.4158878504672897,0.1675148632580261,0.0,0.0446165104695356,0.0,0.0806451612903225,0.0762131707767618,0.2827648114901256,0.1428571428571428,0.005985081959891,0.1036347886584226,0.0,0.2504708097928436,0.4579172610556348,0.1052631578947368,0.0557029177718832,0.125,0.0609756097560975,0.0,0.0,0.0149650998409613,0.0350575459817055,0.0277121931377383,0.1687648860156515,0.007784748434873,0.2222222222222222,0.1866666666666666
1.0,0.1025641025641025,0.1025641025641025,0.0,0.2893302180685358,0.0928690334635637,1.0,0.0335686126389839,0.0,0.053763440860215,0.0645682091068624,0.7881508078994615,0.0408163265306122,0.0092662262031148,0.0037343719093383,0.0,0.2580037664783427,0.2439372325249643,0.0,0.0742705570291777,0.2083333333333333,0.073170731707317,0.0,0.0,0.0215156289882389,0.0214364612372212,0.0398423847711329,0.0377679482817284,0.0314006659557904,0.3703703703703703,0.1733333333333333
1.0,0.1743589743589743,0.1743589743589743,0.0,0.4217289719626168,0.1655172413793103,1.0,0.0186492292438799,0.0,0.1344086021505375,0.0144121178535143,0.1921005385996409,0.0612244897959183,0.0056724284246728,0.036828750912278,0.0,0.160075329566855,0.1241084165477888,0.0,0.0159151193633952,0.0,0.048780487804878,0.0,0.0,0.0121555388663093,0.017540185921604,0.0225094816831379,0.0493365090166723,0.0233516285824561,0.1481481481481481,0.16
1.0,0.4871794871794871,0.4871794871794871,1.0,0.3165887850467289,0.2910888398165449,0.0,0.0181770968579589,0.0,0.3763440860215055,0.0534367784243096,0.6337522441651705,0.0612244897959183,0.0897006428294114,0.0018279665236578,0.0,0.2335216572504708,0.2154065620542082,0.1578947368421052,0.039787798408488,0.2916666666666666,0.024390243902439,0.0,0.0,0.128151322377334,0.1118740131536508,0.0804733001711134,0.0503572643756379,0.0859004468053093,0.1481481481481481,0.0933333333333333
1.0,0.4487179487179487,0.4487179487179487,0.0,0.0809968847352025,0.3691999320536775,0.0,0.0054295224380916,0.0,0.268817204301075,0.045201810289092,0.2675044883303411,0.0612244897959183,0.1318916913181954,0.0208204022890506,0.0,0.2617702448210922,0.2239657631954351,0.2105263157894736,0.1379310344827586,0.0416666666666666,0.0365853658536585,0.0,0.0,0.2826495650978775,0.2480689817383183,0.0139015450200995,0.033344675059544,0.0,0.3333333333333333,0.16
1.0,0.8717948717948717,0.8717948717948717,0.0,0.5038940809968847,0.8415559707830813,1.0,0.0354453388730199,0.0,0.2419354838709675,0.0705089129029278,0.6436265709156195,0.0612244897959183,0.0206660551026087,0.0202645094842815,0.0,0.2448210922787194,0.2211126961483595,0.0526315789473684,0.0557029177718832,0.9166666666666666,0.0853658536585365,0.0,0.0,0.0369034821621409,0.0418829747853624,0.068337427481315,0.0711126233412725,0.0765456650726467,0.2222222222222222,0.12
1.0,0.2307692307692307,0.2307692307692307,0.0,0.5720404984423676,0.2313368438933242,1.0,0.0220013691839191,0.0,0.053763440860215,0.037424956128198,0.5314183123877918,0.2857142857142857,0.0168729836423793,0.0103130051633233,0.0,0.0056497175141242,0.0199714693295292,0.1052631578947368,0.0106100795755968,0.0,0.0,0.0,0.0,0.039170642634152,0.0412780894555436,0.0162205522441309,0.036066689350119,0.0059164088105035,0.2962962962962963,0.16
1.0,0.3564102564102563,0.3564102564102563,0.0,0.2398753894080997,0.3125259045354169,1.0,0.0374282948938882,0.2142857142857142,0.10752688172043,0.0634783411840768,0.6768402154398564,0.0408163265306122,0.017955245879673,0.0198961878713057,0.0,0.2693032015065913,0.2125534950071326,0.0,0.0291777188328912,0.3333333333333333,0.1097560975609756,0.0,0.0,0.0384754618994325,0.0407650037861157,0.0712484007826223,0.0421912215039129,0.0785696996657137,0.1851851851851851,0.1466666666666666
1.0,0.3096153846153845,0.3096153846153845,0.0,0.4774143302180685,0.2980873110242907,0.0,0.0221194022803994,0.0,0.0268817204301075,0.0314214463840399,0.6157989228007181,0.2244897959183673,0.0150142411967415,0.0066263786482596,0.0,0.3088512241054613,0.1412268188302425,0.0,0.0159151193633952,0.25,0.1341463414634146,0.0,0.0,0.0348565951974239,0.0349756706089245,0.0645470266486993,0.0299421571963252,0.0769120061754643,0.2222222222222222,0.16
1.0,0.3025641025641025,0.3025641025641025,0.0,0.2211838006230529,0.2635162221844742,1.0,0.0295200774297112,0.0714285714285714,0.161290322580645,0.0188343954927496,0.381508078994614,0.0408163265306122,0.0145057497328701,0.0235384793774,0.0,0.2824858757062146,0.4079885877318117,0.0,0.0954907161803713,0.2083333333333333,0.1097560975609756,0.0,0.0,0.0181329887494845,0.0273533215101986,0.0335784519803026,0.0401497107859816,0.0573376160352734,0.1111111111111111,0.0933333333333333
1.0,0.2307692307692307,0.2307692307692307,1.0,0.6105919003115264,0.162602344148123,0.0,0.0309246712778263,0.2142857142857142,0.0,0.0865539854068532,0.5637342908438061,0.2653061224489795,0.0583528312323702,0.0074448711215393,0.0,0.2862523540489642,0.442225392296719,0.2631578947368421,0.013262599469496,0.0416666666666666,0.1829268292682926,0.0,0.0069017716257649,0.2084223017415719,0.1890413038926033,0.1258149475411251,0.0428717250765566,0.1509416928884033,0.2962962962962963,0.2533333333333333
1.0,0.2948717948717948,0.2948717948717948,1.0,0.2718068535825544,0.1690028877187022,0.0,0.0013691839191709,0.0,0.2419354838709675,0.0020097903389673,0.0251346499102333,0.1020408163265306,0.0324987888970201,0.0322486034472174,0.0,0.1732580037664783,0.1241084165477888,0.0526315789473684,0.0742705570291777,0.0833333333333333,0.048780487804878,0.0,0.0138805146823004,0.0522342728397243,0.0515968674978588,0.0006180989367334,0.033344675059544,0.0,0.037037037037037,0.1066666666666666
1.0,0.6153846153846153,0.6153846153846153,1.0,0.3123052959501557,0.368194326482079,0.0,0.0063383772809895,0.0,0.0,0.0887263323173547,0.7899461400359067,0.0612244897959183,0.0464891756597504,0.0037309615240329,0.0,0.4180790960451977,0.1868758915834522,0.1578947368421052,0.0371352785145888,0.1666666666666666,0.2439024390243902,0.0,0.0062860001796,0.0664164506881859,0.1065099357005405,0.0432907860082398,0.075195644777135,0.0369402667748245,0.1851851851851851,0.12
1.0,0.5788461538461538,0.5788461538461538,1.0,0.4010903426791277,0.3650484117547137,1.0,0.0115554401454167,0.0,0.43010752688172,0.0202752378313475,0.2217235188509874,0.1428571428571428,0.0043187416897721,0.0395570591565435,0.0,0.0979284369114877,0.2724679029957204,0.0,0.039787798408488,0.25,0.073170731707317,0.0,0.0,0.0138778445347627,0.0212563354171029,0.0256988267482314,0.0486560054440285,0.0293556975854196,0.3333333333333333,0.2266666666666666
1.0,1.0,1.0,1.0,0.1035825545171339,0.5295192797689825,0.0,0.0098557635561011,0.0,0.752688172043011,0.3860423016532742,0.1050269299820466,0.2040816326530612,0.3330687803419949,0.2541521441092415,0.0,0.2806026365348399,0.3523537803138374,0.4210526315789473,0.0185676392572944,0.0833333333333333,0.0975609756097561,0.0,0.0,0.8327400060866662,0.7649487063194886,0.194114880050175,0.2766247022796869,0.1134270555988041,0.1481481481481481,0.1733333333333333
1.0,0.1282051282051282,0.1282051282051282,0.0,0.2601246105919003,0.1142109733310684,0.0,0.0452184792615849,0.0,0.2419354838709675,0.0193516209476309,0.1929982046678635,0.0816326530612244,0.0172131232026716,0.0414634645422239,0.0,0.2806026365348399,0.2225392296718973,0.2105263157894736,0.0344827586206896,0.0833333333333333,0.1707317073170731,0.0,0.0343549152672832,0.0368899835070978,0.0450989401853261,0.0683124308331382,0.0561415447431099,0.0879035476210724,0.2222222222222222,0.16
1.0,0.2205128205128205,0.2166666666666666,0.0,0.571651090342679,0.221206047222694,1.0,0.0295082741200632,0.0,0.053763440860215,0.0163960469197376,0.6642728904847397,0.1020408163265306,0.0106508347162239,0.005108757187387,0.0,0.1732580037664783,0.1255349500713266,0.0,0.0557029177718832,0.125,0.0609756097560975,0.0,0.0,0.0133139688990987,0.0119751416443949,0.0246546485812129,0.0129295678802313,0.024640364247725,0.1481481481481481,0.08
1.0,0.5128205128205128,0.5128205128205128,1.0,0.2601246105919003,0.2961508408357397,0.0,0.0309010646585302,0.0,0.564516129032258,0.0046698069640713,0.0421903052064632,0.1632653061224489,0.156395482671779,0.0341038530533179,0.0,0.3295668549905837,0.1626248216833095,0.3684210526315789,0.1803713527851458,0.2916666666666666,0.2195121951219512,0.0,0.0,0.2792994443462724,0.2533238920277205,0.0756671264534982,0.033344675059544,0.1121867292935504,0.037037037037037,0.12
1.0,0.0564102564102564,0.0564102564102564,0.0,0.2118380062305295,0.0497502972651605,0.0,0.0149193833951039,0.0,0.0,0.1175210122841045,0.5089766606822262,0.2040816326530612,0.0467743431698945,0.0701891399690337,0.0,0.271186440677966,0.2881597717546362,0.0526315789473684,0.0424403183023872,0.125,0.1829268292682926,0.0,0.0,0.1252988111366358,0.1197037798634219,0.0960973414928452,0.1378019734603606,0.070434310461001,0.3333333333333333,0.2
1.0,0.3198717948717948,0.3198717948717948,0.0,0.571651090342679,0.3190419568540853,1.0,0.0134085597601567,0.0,0.10752688172043,0.0049616698993257,0.1588868940754039,0.0612244897959183,0.0071223162473329,0.0055930319007441,0.0,0.128060263653484,0.1526390870185449,0.0,0.0238726790450928,0.1666666666666666,0.024390243902439,0.0,0.0,0.0050883793760185,0.0080218016750212,0.0094226001513433,0.0061245321537938,0.0121232737810981,0.1111111111111111,0.04
1.0,0.3102564102564102,0.3089743589743589,0.0,0.6105919003115264,0.3141226431119416,0.0,0.0353036991572436,0.0,0.10752688172043,0.0772660940241987,0.7217235188509875,0.2040816326530612,0.0275100753460662,0.0002932931362585,0.0,0.2128060263653484,0.2225392296718973,0.1052631578947368,0.0424403183023872,0.0833333333333333,0.1097560975609756,0.0,0.0,0.0687805560464157,0.0637600743924599,0.04077975907776,0.0707723715549506,0.0237703041285333,0.2962962962962963,0.1866666666666666
1.0,0.3333333333333333,0.3333333333333333,1.0,0.4887071651090342,0.2196568710718532,1.0,0.0178229975685182,0.0,0.161290322580645,0.0519626858778978,0.3680430879712747,0.2040816326530612,0.0043084344303693,0.0214751962676743,0.0,0.2467043314500941,0.1611982881597717,0.0,0.0026525198938992,0.0416666666666666,0.2317073170731707,0.0,0.0,0.0138453250476134,0.0211387326089265,0.0256386075503512,0.0575025518883974,0.0117752497334214,0.3333333333333333,0.2266666666666666
1.0,0.282051282051282,0.282051282051282,1.0,0.7982866043613706,0.2220281977237982,1.0,0.0169259460352682,0.0,0.21505376344086,0.013340722268403,0.2657091561938959,0.2040816326530612,0.0083076510786546,0.0147737891426973,0.0,0.2937853107344632,0.1569186875891583,0.0,0.0238726790450928,0.0416666666666666,0.1463414634146341,0.0,0.0,0.0163217146727926,0.0176771410906196,0.0302243562794988,0.0159918339571282,0.0315629027298954,0.1851851851851851,0.1333333333333333
1.0,0.3846153846153846,0.3846153846153846,1.0,0.6285046728971962,0.275692203159504,0.0,0.0220485824225112,0.0714285714285714,0.10752688172043,0.0166546596471783,0.1912028725314183,0.2244897959183673,0.0161549112373177,0.0291587943605868,0.0,0.2485875706214689,0.2567760342368045,0.1578947368421052,0.0026525198938992,0.0,0.2317073170731707,0.3333333333333333,0.0,0.0490485902495533,0.0570780515447649,0.0364314785062912,0.0428717250765566,0.043080405330263,0.2222222222222222,0.24
1.0,0.3961538461538461,0.3961538461538461,0.0,0.7468847352024921,0.4202208255478172,1.0,0.0338400887608885,0.0,0.21505376344086,0.0746725778147224,0.6723518850987433,0.0816326530612244,0.0117193539409806,0.0193505262224526,0.0,0.1789077212806026,0.3523537803138374,0.0,0.0583554376657824,0.9166666666666666,0.024390243902439,0.0,0.0,0.0230201154503151,0.0261033574857412,0.0426283748315566,0.0700918679823069,0.0333632075780273,0.2962962962962963,0.1333333333333333
1.0,0.4666666666666666,0.4666666666666666,1.0,0.6370716510903427,0.3366876167827416,1.0,0.0228276008592809,0.0,0.0,0.0599796804285582,0.7755834829443448,0.1224489795918367,0.0187489048536884,0.0073971257272646,0.0,0.2372881355932203,0.1597717546362339,0.0,0.0450928381962864,0.125,0.0975609756097561,0.0,0.0,0.0334809595334864,0.0283750269196301,0.0619996409572352,0.0530792786662129,0.0511346761479233,0.2592592592592592,0.12
1.0,0.5897435897435896,0.5897435897435896,0.0,0.0759345794392523,0.4842806183115338,0.0,0.0130190505417719,0.0,0.3763440860215055,0.1366694375173178,0.5116696588868941,0.0612244897959183,0.0394836750189825,0.0951736227158944,0.0,0.271186440677966,0.1597717546362339,0.0,0.0344827586206896,0.4583333333333333,0.0609756097560975,0.0,0.0,0.0493572185898568,0.0627666532027164,0.0913991078469023,0.2201429057502552,0.0814991201271727,0.1111111111111111,0.08
1.0,0.8717948717948717,0.8717948717948717,1.0,0.4587227414330218,0.571000509597418,1.0,0.0096669106017327,0.0,0.349462365591398,0.0181435300637295,0.1642728904847397,0.1428571428571428,0.0086168688607386,0.0666150561690459,0.0,0.1450094161958569,0.0970042796005706,0.0,0.0159151193633952,0.0,0.024390243902439,0.0,0.0,0.0138508472246765,0.0229330438087827,0.025648833451878,0.0823409322898945,0.0261881554071292,0.1481481481481481,0.1066666666666666
1.0,0.1025641025641025,0.1025641025641025,0.0,0.2180685358255451,0.0899065738066927,1.0,0.0374164915842402,0.0,0.2956989247311825,0.0288390135771681,0.2953321364452423,0.1020408163265306,0.0174811119471443,0.0134539700295339,0.0,0.2523540489642184,0.1982881597717546,0.0,0.0291777188328912,0.4583333333333333,0.0975609756097561,0.0,0.0,0.0437031228524866,0.0494090582942729,0.0809289208946982,0.0282408982647158,0.1001838247319495,0.2222222222222222,0.1866666666666666
1.0,0.8192307692307692,0.8192307692307692,1.0,0.4217289719626168,0.5249329030066248,0.0,0.0236538325346427,0.0,0.21505376344086,0.1070841414981065,0.440754039497307,0.1224489795918367,0.1249961347777239,0.0590985669560946,0.0,0.2900188323917137,0.2368045649072753,0.1052631578947368,0.0159151193633952,0.25,0.1463414634146341,0.0,0.0,0.2009041644577958,0.1777454797351009,0.0640595920092533,0.0792786662129976,0.0372581985176269,0.1851851851851851,0.1066666666666666
1.0,0.2307692307692307,0.2307692307692307,0.0,0.0459501557632399,0.1870426363173093,1.0,0.0136446259531172,0.0714285714285714,0.456989247311828,0.0442671100027708,0.1427289048473967,0.1428571428571428,0.0027451667542783,0.2072798084727612,0.0,0.1619585687382297,0.4094151212553495,0.0,0.013262599469496,0.2083333333333333,0.0,0.0,0.0,0.0073518583966542,0.0423270866559021,0.0136140835660672,0.2460020415107179,0.0,0.3333333333333333,0.2266666666666666
1.0,0.3333333333333333,0.3326923076923077,0.0,0.4010903426791277,0.3114251741124512,0.0,0.0385732159297467,0.0,0.161290322580645,0.0425344047289184,0.4901256732495512,0.1224489795918367,0.0530823859244065,0.0111110353247709,0.0,0.1205273069679849,0.1069900142653352,0.2105263157894736,0.0026525198938992,0.0416666666666666,0.024390243902439,0.0,0.0,0.1611567611081659,0.1569818851978257,0.0788598801524341,0.0462742429397754,0.1146320561548576,0.4074074074074074,0.2133333333333333
1.0,0.1288461538461538,0.1288461538461538,0.0,0.3395638629283488,0.1187973500934261,0.0,0.0221784188286395,0.0,0.1881720430107525,0.0026600166251039,0.2809694793536804,0.0612244897959183,0.1023991864136578,0.0011322479213701,0.0,0.231638418079096,0.1597717546362339,0.0526315789473684,0.0185676392572944,0.2916666666666666,0.0609756097560975,0.0,0.0,0.0731473709528577,0.0622332227436884,0.0192190138140567,0.0010207553589656,0.0272361526334037,0.074074074074074,0.04
1.0,0.1025641025641025,0.1025641025641025,0.0,0.3123052959501557,0.093833871241719,0.0,0.0400840395646939,0.0,0.0268817204301075,0.0801145284935808,0.614003590664273,0.0408163265306122,0.0172852740184912,0.0002932931362585,0.0,0.2410546139359698,0.1840228245363766,0.0,0.1273209549071618,0.4166666666666666,0.1097560975609756,0.0,0.0,0.033956480336141,0.0369133877647427,0.0628802046998243,0.0588635590336849,0.0567697873259062,0.2592592592592592,0.1466666666666666
1.0,0.3589743589743589,0.3589743589743589,1.0,0.7468847352024921,0.2749312043485646,1.0,0.0241259649205637,0.0,0.0268817204301075,0.0838644130414704,0.4093357271095152,0.3877551020408163,0.005998824972428,0.0337014275872888,0.0,0.2843691148775894,0.4721825962910128,0.1578947368421052,0.0159151193633952,0.0416666666666666,0.1829268292682926,0.0,0.0,0.0267868537825685,0.0437809947907414,0.0496035758841428,0.0775774072813882,0.049756971929113,0.7407407407407407,0.32
1.0,0.2692307692307692,0.2692307692307692,0.0,0.1199376947040498,0.2250925768642772,0.0,0.0072354288142395,0.0,0.2419354838709675,0.0345100212431883,0.2217235188509874,0.1224489795918367,0.0040129596608224,0.0699163091446071,0.0,0.0470809792843691,0.3266761768901569,0.0,0.0185676392572944,0.1666666666666666,0.0,0.0,0.0,0.0057314062162533,0.0184095535162247,0.0106133495735799,0.0996937733923103,0.0,0.1851851851851851,0.0933333333333333
1.0,0.0512820512820512,0.0512820512820512,0.0,0.1503115264797507,0.0438049940546967,1.0,0.0127121644909232,0.0,0.0268817204301075,0.0003472799482774,0.0071813285457809,0.1020408163265306,0.013121141219761,0.0296055548355853,0.0,0.2109227871939736,0.1540656205420827,0.2105263157894736,0.0636604774535809,0.0416666666666666,0.073170731707317,0.0,0.0328539723672563,0.0281207663309183,0.0322643552339204,0.0520736992085152,0.0289214018373596,0.0712023184158364,0.074074074074074,0.1466666666666666
1.0,0.1794871794871795,0.1794871794871795,0.0,0.0003894080996884,0.1425174112451163,1.0,0.0104931422770944,0.0,0.618279569892473,0.0231643114436131,0.0798922800718132,0.0408163265306122,0.0220540993688521,0.1842631180470769,0.0,0.2504708097928436,0.2253922967189729,0.0,0.0981432360742705,0.8333333333333333,0.1463414634146341,0.0,0.0,0.0433263876617384,0.0633273754526715,0.0802312871683115,0.2044913235794488,0.0759124183092049,0.1111111111111111,0.1333333333333333
1.0,0.7429487179487179,0.7429487179487179,0.0,0.5038940809968847,0.7176966196704603,0.0,0.0249639999055735,0.0,0.1344086021505375,0.0324004802807795,0.5044883303411132,0.183673469387755,0.0176288493319178,0.0151250588291465,0.0,0.1770244821092278,0.1611982881597717,0.0526315789473684,0.0159151193633952,0.375,0.0365853658536585,0.0,0.0006670857333453,0.0409254677897547,0.0414567266325205,0.0757852924266973,0.0398094589996597,0.0898137548000497,0.2962962962962963,0.16
